child_ancestry,mother_ancestry,father_ancestry,pregnancy_over_37w,plural_birth,adhd,pheno,ageI,sex,quantile,value
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,1,46
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,2,47
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,3,47
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,4,48
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,5,48
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,6,48
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,7,48
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,8,48
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,9,49
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,10,49
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,11,49
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,12,49
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,13,49
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,14,49
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,15,49
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,16,49
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,17,49
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,18,49
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,19,49
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,20,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,21,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,22,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,23,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,24,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,25,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,26,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,27,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,28,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,29,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,30,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,31,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,32,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,33,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,34,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,35,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,36,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,37,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,38,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,39,50
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,40,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,41,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,42,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,43,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,44,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,45,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,46,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,47,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,48,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,49,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,50,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,51,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,52,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,53,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,54,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,55,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,56,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,57,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,58,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,59,51
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,60,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,61,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,62,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,63,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,64,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,65,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,66,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,67,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,68,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,69,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,70,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,71,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,72,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,73,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,74,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,75,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,76,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,77,52
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,78,53
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,79,53
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,80,53
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,81,53
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,82,53
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,83,53
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,84,53
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,85,53
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,86,53
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,87,53
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,88,53
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,89,53
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,90,54
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,91,54
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,92,54
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,93,54
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,94,54
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,95,54
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,96,55
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,97,55
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,98,55
Norwegian,Norwegian,Norwegian,1,0,0,length,0,1,99,56
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,1,2.6699
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,2,2.78898
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,3,2.87
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,4,2.93
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,5,2.98
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,6,3.02
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,7,3.05786
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,8,3.09
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,9,3.115
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,10,3.1459
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,11,3.17
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,12,3.19
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,13,3.21
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,14,3.23
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,15,3.25
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,16,3.27
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,17,3.29
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,18,3.31
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,19,3.328
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,20,3.34
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,21,3.35758
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,22,3.37
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,23,3.39
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,24,3.4
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,25,3.41475
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,26,3.43
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,27,3.442
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,28,3.46
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,29,3.47
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,30,3.48
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,31,3.495
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,32,3.51
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,33,3.52
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,34,3.54
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,35,3.55
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,36,3.56
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,37,3.57
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,38,3.582
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,39,3.6
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,40,3.61
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,41,3.62
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,42,3.64
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,43,3.65
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,44,3.66
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,45,3.67
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,46,3.68308
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,47,3.7
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,48,3.708
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,49,3.72
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,50,3.73
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,51,3.74
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,52,3.75
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,53,3.766
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,54,3.78
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,55,3.79
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,56,3.8
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,57,3.81
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,58,3.82
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,59,3.84
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,60,3.85
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,61,3.86
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,62,3.875
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,63,3.89
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,64,3.9
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,65,3.91
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,66,3.925
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,67,3.94
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,68,3.95
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,69,3.962
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,70,3.98
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,71,3.995
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,72,4.01
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,73,4.02
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,74,4.04
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,75,4.05
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,76,4.07
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,77,4.085
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,78,4.1
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,79,4.12
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,80,4.135
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,81,4.15
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,82,4.17
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,83,4.19
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,84,4.21
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,85,4.234
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,86,4.25514
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,87,4.278
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,88,4.3
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,89,4.324
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,90,4.35
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,91,4.39
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,92,4.42
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,93,4.45
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,94,4.49012
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,95,4.55
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,96,4.6
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,97,4.67
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,98,4.77412
Norwegian,Norwegian,Norwegian,1,0,0,weight,0,1,99,4.92
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,1,11.44
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,2,11.8055555555556
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,3,12.0212673611111
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,4,12.2
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,5,12.3281965847564
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,6,12.4380687427912
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,7,12.5313740682754
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,8,12.6197417742607
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,9,12.6916798564947
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,10,12.7643214148404
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,11,12.8279883381924
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,12,12.879661668589
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,13,12.9334465110429
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,14,12.9945855893378
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,15,13.0412550356886
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,16,13.1001371742112
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,17,13.1487889273356
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,18,13.1876542135592
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,19,13.2256824298347
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,20,13.2641291810842
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,21,13.312
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,22,13.3410226835832
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,23,13.385566732881
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,24,13.424309055933
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,25,13.4615384615385
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,26,13.5051886390533
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,27,13.5360266555602
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,28,13.58
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,29,13.6094674556213
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,30,13.643945537522
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,31,13.68
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,32,13.7062668204537
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,33,13.7422965805178
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,34,13.7669214814815
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,35,13.8023836985775
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,36,13.840830449827
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,37,13.8792772010765
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,38,13.905325443787
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,39,13.9275147928994
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,40,13.96
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,41,13.9946174548251
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,42,14.0263438946244
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,43,14.056
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,44,14.0902366863905
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,45,14.1222618741427
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,46,14.16
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,47,14.1868512110727
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,48,14.2056590497206
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,49,14.2399430402278
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,50,14.273573964497
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,51,14.3021914648212
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,52,14.3289426842293
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,53,14.36
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,54,14.3900564740057
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,55,14.4230769230769
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,56,14.4559784698193
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,57,14.4861928474423
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,58,14.5155325443787
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,59,14.5399305555556
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,60,14.5713187235679
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,61,14.6079881656805
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,62,14.64
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,63,14.6776773345124
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,64,14.7063925570228
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,65,14.743856726364
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,66,14.7813979841355
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,67,14.8107551494816
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,68,14.84375
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,69,14.88
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,70,14.917695473251
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,71,14.9557862360631
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,72,14.9942329873126
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,73,15.04
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,74,15.0788158400615
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,75,15.12
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,76,15.1627218934911
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,77,15.2
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,78,15.2366863905325
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,79,15.28
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,80,15.3324312009685
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,81,15.3787004998078
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,82,15.4293553763381
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,83,15.4809618936004
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,84,15.5349794238683
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,85,15.6
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,86,15.66815948193
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,87,15.7247212610534
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,88,15.791744852071
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,89,15.843621399177
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,90,15.92
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,91,15.9938485198001
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,92,16.0872781065089
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,93,16.1981987841279
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,94,16.3047347810609
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,95,16.4201183431953
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,96,16.5705497885429
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,97,16.7807826989619
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,98,17
Norwegian,Norwegian,Norwegian,1,0,0,bmi,0,1,99,17.3871201329535
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,1,52.3
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,2,53
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,3,53.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,4,54
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,5,54
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,6,54
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,7,54.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,8,54.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,9,55
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,10,55
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,11,55
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,12,55
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,13,55
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,14,55
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,15,55.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,16,55.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,17,55.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,18,56
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,19,56
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,20,56
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,21,56
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,22,56
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,23,56
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,24,56
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,25,56
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,26,56
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,27,56
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,28,56.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,29,56.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,30,56.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,31,56.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,32,56.6
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,33,57
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,34,57
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,35,57
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,36,57
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,37,57
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,38,57
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,39,57
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,40,57
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,41,57
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,42,57
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,43,57
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,44,57
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,45,57.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,46,57.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,47,57.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,48,57.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,49,57.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,50,57.8
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,51,58
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,52,58
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,53,58
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,54,58
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,55,58
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,56,58
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,57,58
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,58,58
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,59,58
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,60,58
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,61,58
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,62,58.04
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,63,58.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,64,58.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,65,58.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,66,58.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,67,58.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,68,59
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,69,59
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,70,59
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,71,59
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,72,59
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,73,59
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,74,59
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,75,59
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,76,59
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,77,59
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,78,59.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,79,59.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,80,59.5
Norwegian,Norwegian,Norwegian,1,0,0,length,1,1,81,59.5
